shrid2,connected_villages,num_connected_villages,connected_populations,Town-Connected
11-24-469-03732-507361,"['11-24-469-03732-507363', '11-24-469-03732-507359', '11-24-469-03732-507360']",3,,
11-24-469-03732-507363,"['11-24-469-03732-507359', '11-24-469-03732-507360', '11-24-469-03732-507361']",3,,
11-24-469-03732-507365,"['11-24-469-03733-507519', '11-24-469-03732-507366', '11-24-469-03732-507376', '11-24-469-03732-507377']",4,,
11-24-469-03732-507366,"['11-24-469-03733-507519', '11-24-469-03732-507376', '11-24-469-03732-507377', '11-24-469-03732-507365']",4,,
11-24-469-03732-507368,['11-24-469-03732-507369'],1,,
11-24-469-03732-507369,"['11-24-469-03733-507522', '11-24-469-03733-507523', '11-24-469-03733-507524', '11-24-469-03733-507526', '11-24-469-03732-507378', '11-24-469-03732-507368', '11-24-469-03732-507375']",7,,
11-24-469-03732-507375,"['11-24-469-03732-507369', '11-24-469-03733-507522', '11-24-469-03733-507523', '11-24-469-03733-507524', '11-24-469-03733-507526', '11-24-469-03732-507378']",6,,
11-24-469-03732-507376,"['11-24-469-03733-507519', '11-24-469-03732-507366', '11-24-469-03732-507365', '11-24-469-03732-507377']",4,,
11-24-469-03732-507377,"['11-24-469-03733-507519', '11-24-469-03732-507376', '11-24-469-03732-507366', '11-24-469-03732-507365']",4,,
11-24-469-03732-507378,"['11-24-469-03732-507369', '11-24-469-03733-507522', '11-24-469-03733-507523', '11-24-469-03733-507524', '11-24-469-03733-507526', '11-24-469-03732-507375']",6,,
11-24-469-03732-507453,[],0,[nan],0.0
11-24-469-03733-507484,['11-24-469-03733-507492'],1,,
11-24-469-03733-507486,"['11-24-469-03733-507488', '11-24-469-03733-507505', '11-24-469-03733-507487']",3,,
11-24-469-03733-507487,"['11-24-469-03733-507488', '11-24-469-03733-507505', '11-24-469-03733-507486']",3,,
11-24-469-03733-507488,"['11-24-469-03733-507487', '11-24-469-03733-507505', '11-24-469-03733-507486']",3,,
11-24-469-03733-507492,['11-24-469-03733-507484'],1,,
11-24-469-03733-507501,[],0,,
11-24-469-03733-507504,"['11-24-469-03733-507506', '11-24-469-03733-507505', '11-24-469-03733-507510']",3,,
11-24-469-03733-507505,"['11-24-469-03733-507488', '11-24-469-03733-507487', '11-24-469-03733-507510', '11-24-469-03733-507486', '11-24-469-03733-507504', '11-24-469-03733-507506']",6,,
11-24-469-03733-507506,"['11-24-469-03733-507504', '11-24-469-03733-507505', '11-24-469-03733-507510']",3,,
11-24-469-03733-507508,['11-24-469-03733-507540'],1,,
11-24-469-03733-507510,"['11-24-469-03733-507504', '11-24-469-03733-507506', '11-24-469-03733-507505']",3,,
11-24-469-03733-507512,['11-24-469-03733-507513'],1,,
11-24-469-03733-507513,['11-24-469-03733-507512'],1,,
11-24-469-03733-507519,"['11-24-469-03732-507376', '11-24-469-03732-507366', '11-24-469-03732-507365', '11-24-469-03732-507377']",4,,
11-24-469-03733-507522,"['11-24-469-03732-507369', '11-24-469-03733-507523', '11-24-469-03733-507524', '11-24-469-03733-507526', '11-24-469-03732-507378', '11-24-469-03732-507375']",6,,
11-24-469-03733-507523,"['11-24-469-03732-507369', '11-24-469-03733-507522', '11-24-469-03733-507524', '11-24-469-03733-507526', '11-24-469-03732-507378', '11-24-469-03732-507375']",6,,
11-24-469-03733-507524,"['11-24-469-03732-507369', '11-24-469-03733-507522', '11-24-469-03733-507523', '11-24-469-03733-507526', '11-24-469-03732-507378', '11-24-469-03732-507375']",6,,
11-24-469-03733-507526,"['11-24-469-03732-507369', '11-24-469-03733-507522', '11-24-469-03733-507523', '11-24-469-03733-507524', '11-24-469-03732-507378', '11-24-469-03732-507375']",6,,
11-24-469-03733-507540,['11-24-469-03733-507508'],1,,
11-24-469-03733-507546,[],0,,
11-24-469-03733-507562,['11-24-469-03733-507564'],1,,
11-24-469-03733-507564,['11-24-469-03733-507562'],1,,
11-24-469-03733-507578,['11-24-469-03733-507592'],1,,
11-24-469-03733-507587,['11-24-469-03740-508274'],1,,
11-24-469-03733-507592,['11-24-469-03733-507578'],1,['1567.0'],0.0
11-24-469-03733-507605,[],0,[nan],0.0
11-24-469-03733-507610,[],0,,
11-24-469-03734-507619,"['11-24-469-03734-507634', '11-24-469-03734-507620']",2,,
11-24-469-03734-507620,"['11-24-469-03734-507634', '11-24-469-03734-507622', '11-24-469-03734-507624', '11-24-469-03734-507621', '11-24-469-03734-507619', '11-24-469-03734-507623']",6,,
11-24-469-03734-507621,"['11-24-469-03734-507622', '11-24-469-03734-507624', '11-24-469-03734-507620', '11-24-469-03734-507623']",4,,
11-24-469-03734-507622,"['11-24-469-03734-507623', '11-24-469-03734-507624', '11-24-469-03734-507620', '11-24-469-03734-507621']",4,,
11-24-469-03734-507623,"['11-24-469-03734-507622', '11-24-469-03734-507624', '11-24-469-03734-507620', '11-24-469-03734-507621']",4,,
11-24-469-03734-507624,"['11-24-469-03734-507622', '11-24-469-03734-507623', '11-24-469-03734-507620', '11-24-469-03734-507621']",4,,
11-24-469-03734-507631,"['11-24-469-03734-507648', '11-24-469-03734-507632', '11-24-469-03734-507652']",3,,
11-24-469-03734-507632,"['11-24-469-03734-507648', '11-24-469-03734-507647', '11-24-469-03734-507652', '11-24-469-03734-507631']",4,,
11-24-469-03734-507634,"['11-24-469-03734-507619', '11-24-469-03734-507620']",2,,
11-24-469-03734-507647,"['11-24-469-03734-507632', '11-24-469-03734-507654']",2,"['5373.0', '5151.0']",2.0
11-24-469-03734-507648,"['11-24-469-03734-507632', '11-24-469-03734-507652', '11-24-469-03734-507631']",3,,
11-24-469-03734-507652,"['11-24-469-03734-507648', '11-24-469-03734-507632', '11-24-469-03734-507631']",3,"['1742.0', '5373.0', '1517.0']",1.0
11-24-469-03734-507654,['11-24-469-03734-507647'],1,,
11-24-469-03734-507662,"['11-24-469-03734-507665', '11-24-469-03734-507686']",2,,
11-24-469-03734-507664,"['11-24-469-03735-507699', '11-24-469-03734-507684', '11-24-469-03735-507700']",3,"['2080.0', '763.0', '10102.0']",1.0
11-24-469-03734-507665,"['11-24-469-03734-507662', '11-24-469-03734-507686']",2,,
11-24-469-03734-507669,"['11-24-469-03734-802449', '11-24-469-03734-507670']",2,,
11-24-469-03734-507670,"['11-24-469-03734-802449', '11-24-469-03734-507669']",2,,
11-24-469-03734-507683,['11-24-469-03734-507686'],1,,
11-24-469-03734-507684,"['11-24-469-03735-507699', '11-24-469-03734-507664', '11-24-469-03735-507700']",3,,
11-24-469-03734-507686,"['11-24-469-03734-507665', '11-24-469-03734-507662', '11-24-469-03734-507683']",3,"['4653.0', '2476.0', '1346.0']",1.0
11-24-469-03734-802449,"['11-24-469-03734-507670', '11-24-469-03734-507669']",2,,
11-24-469-03735-507699,"['11-24-469-03734-507664', '11-24-469-03734-507684', '11-24-469-03735-507700']",3,,
11-24-469-03735-507700,"['11-24-469-03735-507699', '11-24-469-03734-507664', '11-24-469-03734-507684']",3,,
11-24-469-03735-507701,"['11-24-469-03735-507713', '11-24-469-03735-507705', '11-24-469-03735-507702', '11-24-469-03735-507718', '11-24-469-03735-507711', '11-24-469-03735-507704', '11-24-469-03735-507717', '11-24-469-03735-507703']",8,"['956.0', '2407.0', '2049.0', '3503.0', '983.0', '1142.0', '2708.0', '2733.0']",3.0
11-24-469-03735-507702,"['11-24-469-03735-507713', '11-24-469-03735-507701', '11-24-469-03735-507704', '11-24-469-03735-507703']",4,,
11-24-469-03735-507703,"['11-24-469-03735-507701', '11-24-469-03735-507702']",2,,
11-24-469-03735-507704,"['11-24-469-03735-507713', '11-24-469-03735-507701', '11-24-469-03735-507702']",3,,
11-24-469-03735-507705,"['11-24-469-03735-507701', '11-24-469-03735-507718', '11-24-469-03735-507717', '11-24-469-03735-507711']",4,,
11-24-469-03735-507711,"['11-24-469-03735-507701', '11-24-469-03735-507718', '11-24-469-03735-507717', '11-24-469-03735-507705']",4,"['3005.0', '3503.0', '2708.0', '2407.0']",3.0
11-24-469-03735-507713,"['11-24-469-03735-507701', '11-24-469-03735-507704', '11-24-469-03735-507702']",3,,
11-24-469-03735-507715,"['11-24-469-03735-507716', '11-24-469-03735-507724']",2,"['1746.0', '1019.0']",0.0
11-24-469-03735-507716,"['11-24-469-03735-507715', '11-24-469-03735-507724']",2,,
11-24-469-03735-507717,"['11-24-469-03735-507711', '11-24-469-03735-507701', '11-24-469-03735-507718', '11-24-469-03735-507705']",4,,
11-24-469-03735-507718,"['11-24-469-03735-507711', '11-24-469-03735-507701', '11-24-469-03735-507717', '11-24-469-03735-507705']",4,,
11-24-469-03735-507724,"['11-24-469-03735-507715', '11-24-469-03735-507716']",2,,
11-24-469-03735-507728,"['11-24-469-03735-507737', '11-24-469-03739-508113', '11-24-469-03739-508114', '11-24-469-03735-507735', '11-24-469-03736-507763']",5,,
11-24-469-03735-507735,"['11-24-469-03735-507737', '11-24-469-03739-508113', '11-24-469-03739-508114', '11-24-469-03735-507728', '11-24-469-03736-507763']",5,,
11-24-469-03735-507737,"['11-24-469-03739-508113', '11-24-469-03739-508114', '11-24-469-03735-507735', '11-24-469-03735-507728', '11-24-469-03736-507763']",5,,
11-24-469-03736-507748,[],0,,
11-24-469-03736-507762,['11-24-469-03736-507763'],1,,
11-24-469-03736-507763,"['11-24-469-03735-507737', '11-24-469-03739-508113', '11-24-469-03739-508114', '11-24-469-03735-507735', '11-24-469-03735-507728', '11-24-469-03736-507762']",6,,
11-24-469-03736-507767,['11-24-469-03736-507783'],1,,
11-24-469-03736-507773,['11-24-469-03736-507774'],1,,
11-24-469-03736-507774,"['11-24-469-03736-507773', '11-24-469-03736-507792']",2,,
11-24-469-03736-507777,[],0,,
11-24-469-03736-507782,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507787', '11-24-469-03736-507783', '11-24-469-03736-507799']",8,,
11-24-469-03736-507783,"['11-24-469-03736-507767', '11-24-469-03736-507782']",2,"['1386.0', '572.0']",0.0
11-24-469-03736-507787,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507799']",7,,
11-24-469-03736-507788,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507787', '11-24-469-03736-507799']",7,,
11-24-469-03736-507790,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507807', '11-24-469-03736-507782', '11-24-469-03736-507787', '11-24-469-03736-507799']",7,,
11-24-469-03736-507791,['11-24-469-03736-507798'],1,,
11-24-469-03736-507792,['11-24-469-03736-507774'],1,,
11-24-469-03736-507798,"['11-24-469-03736-507800', '11-24-469-03736-507788', '11-24-469-03736-507791', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507787', '11-24-469-03736-507799']",8,,
11-24-469-03736-507799,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507787']",7,,
11-24-469-03736-507800,"['11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507807', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507787', '11-24-469-03736-507799']",7,,
11-24-469-03736-507807,"['11-24-469-03736-507800', '11-24-469-03736-507798', '11-24-469-03736-507788', '11-24-469-03736-507790', '11-24-469-03736-507782', '11-24-469-03736-507787', '11-24-469-03736-507799']",7,,
11-24-469-03736-507810,['11-24-469-03736-507813'],1,['2274.0'],0.0
11-24-469-03736-507813,['11-24-469-03736-507810'],1,,
11-24-469-03737-507833,[],0,,
11-24-469-03737-507836,"['11-24-469-03737-507839', '11-24-469-03737-507837']",2,,
11-24-469-03737-507837,"['11-24-469-03737-507839', '11-24-469-03737-507836']",2,,
11-24-469-03737-507839,"['11-24-469-03737-507836', '11-24-469-03737-507837']",2,,
11-24-469-03737-507858,['11-24-469-03737-507873'],1,,
11-24-469-03737-507860,"['11-24-469-03737-507867', '11-24-469-03737-507866', '11-24-469-03737-507897', '11-24-469-03737-507868']",4,,
11-24-469-03737-507866,"['11-24-469-03737-507860', '11-24-469-03737-507867', '11-24-469-03737-507897', '11-24-469-03737-507868']",4,,
11-24-469-03737-507867,"['11-24-469-03737-507860', '11-24-469-03737-507866', '11-24-469-03737-507897', '11-24-469-03737-507868']",4,,
11-24-469-03737-507868,"['11-24-469-03737-507860', '11-24-469-03737-507867', '11-24-469-03737-507866', '11-24-469-03737-507897']",4,,
11-24-469-03737-507871,"['11-24-469-03737-507896', '11-24-469-03737-507906']",2,,
11-24-469-03737-507873,"['11-24-469-03737-507858', '11-24-469-03737-507895']",2,,
11-24-469-03737-507890,"['11-24-469-03737-507916', '11-24-469-03737-507917']",2,,
11-24-469-03737-507891,['11-24-469-03737-507893'],1,,
11-24-469-03737-507893,['11-24-469-03737-507891'],1,,
11-24-469-03737-507895,['11-24-469-03737-507873'],1,,
11-24-469-03737-507896,"['11-24-469-03737-507906', '11-24-469-03737-507871']",2,,
11-24-469-03737-507897,"['11-24-469-03737-507860', '11-24-469-03737-507867', '11-24-469-03737-507866', '11-24-469-03737-507868']",4,,
11-24-469-03737-507906,"['11-24-469-03737-507896', '11-24-469-03737-507871']",2,,
11-24-469-03737-507910,['11-24-469-03737-507925'],1,,
11-24-469-03737-507914,"['11-24-469-03737-507956', '11-24-469-03737-507958', '11-24-469-03737-507923', '11-24-469-03737-507959', '11-24-469-03737-507921']",5,,
11-24-469-03737-507916,"['11-24-469-03737-507890', '11-24-469-03737-507917']",2,,
11-24-469-03737-507917,"['11-24-469-03737-507916', '11-24-469-03737-507922', '11-24-469-03737-507890', '11-24-469-03737-507921']",4,,
11-24-469-03737-507921,"['11-24-469-03737-507956', '11-24-469-03737-507958', '11-24-469-03737-507923', '11-24-469-03737-507917', '11-24-469-03737-507959', '11-24-469-03737-507922', '11-24-469-03737-507914']",7,,
11-24-469-03737-507922,"['11-24-469-03737-507917', '11-24-469-03737-507921']",2,,
11-24-469-03737-507923,"['11-24-469-03737-507956', '11-24-469-03737-507958', '11-24-469-03737-507959', '11-24-469-03737-507921', '11-24-469-03737-507914']",5,,
11-24-469-03737-507925,['11-24-469-03737-507910'],1,,
11-24-469-03737-507956,"['11-24-469-03737-507958', '11-24-469-03737-507923', '11-24-469-03737-507959', '11-24-469-03737-507921', '11-24-469-03737-507914']",5,,
11-24-469-03737-507958,"['11-24-469-03737-507956', '11-24-469-03737-507923', '11-24-472-03760-509807', '11-24-469-03737-507959', '11-24-469-03737-507921', '11-24-469-03737-507914']",6,,
11-24-469-03737-507959,"['11-24-469-03737-507956', '11-24-469-03737-507923', '11-24-469-03737-507958', '11-24-469-03737-507921', '11-24-469-03737-507914']",5,,
11-24-469-03738-508034,[],0,,
11-24-469-03738-508045,[],0,[nan],0.0
11-24-469-03738-508073,"['11-24-469-03738-508080', '11-24-469-03738-508079', '11-24-469-03738-508097', '11-24-469-03738-508074']",4,,
11-24-469-03738-508074,"['11-24-469-03738-508080', '11-24-469-03738-508073', '11-24-469-03738-508097', '11-24-469-03738-508079']",4,,
11-24-469-03738-508079,"['11-24-469-03738-508080', '11-24-469-03738-508073', '11-24-469-03738-508097', '11-24-469-03738-508074']",4,,
11-24-469-03738-508080,"['11-24-469-03738-508079', '11-24-469-03738-508073', '11-24-469-03738-508097', '11-24-469-03738-508074']",4,,
11-24-469-03738-508085,['11-24-469-03738-508086'],1,,
11-24-469-03738-508086,['11-24-469-03738-508085'],1,,
11-24-469-03738-508097,"['11-24-469-03738-508080', '11-24-469-03738-508079', '11-24-469-03738-508073', '11-24-469-03738-508074']",4,,
11-24-469-03739-508113,"['11-24-469-03735-507737', '11-24-469-03739-508114', '11-24-469-03735-507735', '11-24-469-03735-507728', '11-24-469-03736-507763']",5,"['844.0', '471.0', '5136.0', '847.0', '4120.0']",2.0
11-24-469-03739-508114,"['11-24-469-03735-507737', '11-24-469-03739-508113', '11-24-469-03735-507735', '11-24-469-03735-507728', '11-24-469-03736-507763']",5,,
11-24-469-03739-508168,['11-24-469-03739-508192'],1,,
11-24-469-03739-508176,"['11-24-469-03739-508177', '11-24-469-03739-508184', '11-24-469-03739-508179', '11-24-469-03739-508183']",4,,
11-24-469-03739-508177,"['11-24-469-03739-508179', '11-24-469-03739-508184', '11-24-469-03739-508176', '11-24-469-03739-508183']",4,,
11-24-469-03739-508179,"['11-24-469-03739-508177', '11-24-469-03739-508184', '11-24-469-03739-508176', '11-24-469-03739-508183']",4,,
11-24-469-03739-508183,"['11-24-469-03739-508177', '11-24-469-03739-508184', '11-24-469-03739-508176', '11-24-469-03739-508179']",4,,
11-24-469-03739-508184,"['11-24-469-03739-508177', '11-24-469-03739-508176', '11-24-469-03739-508183', '11-24-469-03739-508179']",4,,
11-24-469-03739-508192,['11-24-469-03739-508168'],1,,
11-24-469-03740-508250,"['11-24-469-03740-508271', '11-24-469-03740-508277']",2,,
11-24-469-03740-508264,"['11-24-469-03740-508287', '11-24-469-03740-508265']",2,,
11-24-469-03740-508265,"['11-24-469-03740-508264', '11-24-469-03740-508287']",2,,
11-24-469-03740-508271,"['11-24-469-03740-508278', '11-24-469-03740-508295', '11-24-469-03740-508277', '11-24-469-03740-508250']",4,,
11-24-469-03740-508274,['11-24-469-03733-507587'],1,,
11-24-469-03740-508275,"['11-24-469-03740-508303', '11-24-469-03740-508298', '11-24-469-03740-508276', '11-24-469-03740-508277']",4,,
11-24-469-03740-508276,"['11-24-469-03740-508275', '11-24-469-03740-508303', '11-24-469-03740-508298', '11-24-469-03740-508277']",4,,
11-24-469-03740-508277,"['11-24-469-03740-508275', '11-24-469-03740-508303', '11-24-469-03740-508250', '11-24-469-03740-508298', '11-24-469-03740-508276', '11-24-469-03740-508271']",6,,
11-24-469-03740-508278,"['11-24-469-03740-508295', '11-24-469-03740-508271']",2,,
11-24-469-03740-508287,"['11-24-469-03740-508264', '11-24-469-03740-508265']",2,,
11-24-469-03740-508295,"['11-24-469-03740-508278', '11-24-469-03740-508271']",2,,
11-24-469-03740-508298,"['11-24-469-03740-508275', '11-24-469-03740-508303', '11-24-469-03740-508276', '11-24-469-03740-508277']",4,,
11-24-469-03740-508300,['11-24-469-03740-508301'],1,['4644.0'],1.0
11-24-469-03740-508301,['11-24-469-03740-508300'],1,,
11-24-469-03740-508303,"['11-24-469-03740-508275', '11-24-469-03740-508298', '11-24-469-03740-508276', '11-24-469-03740-508277']",4,,
11-24-469-03740-508344,[],0,,
11-24-469-03740-508351,"['11-24-469-03740-508353', '11-24-469-03740-508352', '11-24-469-03741-508427', '11-24-469-03740-508354']",4,,
11-24-469-03740-508352,"['11-24-469-03740-508351', '11-24-469-03740-508353', '11-24-469-03740-508354', '11-24-469-03741-508427']",4,,
11-24-469-03740-508353,"['11-24-469-03740-508351', '11-24-469-03740-508352', '11-24-469-03741-508427', '11-24-469-03740-508354']",4,,
11-24-469-03740-508354,"['11-24-469-03740-508351', '11-24-469-03740-508353', '11-24-469-03740-508352', '11-24-469-03741-508427']",4,,
11-24-469-03740-508363,[],0,,
11-24-469-03740-508366,[],0,,
